Product_Title,Price,Shop_Name,URL,Image_Url,Product_Code,Category_Id
HP V194 18.5 INCH LED MONITOR (V5E94AA),5600,RYANS,https://ryanscomputers.com/detail/hp-v194-185-inch-led-monitor-v5e94aa,https://ryanscomputers.com/storage/products/small/hp-v194-185-inch-led-11550399533.jpg,1,1
AOC E970SWN5 18.5 INCH 1366 X768 RESOLUTION 5MS L ...,5600,RYANS,https://ryanscomputers.com/detail/aoc-e970swn5-185-inch-1366-x768-resolution-5ms-led-tit-monitortn-panel-vga-vesa,https://ryanscomputers.com/storage/products/small/aoc-e970swn-185-inch-1366-x768-resolution-5ms-11555757139.jpg,1,1
ACER V196HQL 18.5 INCH TN LED MONITOR,5600,RYANS,https://ryanscomputers.com/detail/acer-v196hql-185-inch-tn-led-monitor,https://ryanscomputers.com/storage/products/small/acer-v196hql-185-inch-tn-led-11578226539.jpg,1,1
DELL E1916HV 18.5 INCH LED MONITOR (VGA),5800,RYANS,https://ryanscomputers.com/detail/dell-e1916hv-185-inch-led-monitor-vga,https://ryanscomputers.com/storage/products/small/Dell E1916HV 18.5 Inch LED Monitor_11543117386.jpg,1,1
DELL E1916H 18.5 INCH LED MONITOR (VGA+DP),5900,RYANS,https://ryanscomputers.com/detail/dell-e1916h-185-inch-led-monitor-vgadp,https://ryanscomputers.com/storage/products/small/dell-e1916h-185-inch-led-monitor-vgadp-image1-11550317943.jpg,1,1
LG 19M38A 18.5 INCH LED BACKLIGHT MONITOR (VGA POR ...,6000,RYANS,https://ryanscomputers.com/detail/lg-19m38a-185-inch-led-backlight-monitor-vga-port,https://ryanscomputers.com/storage/products/small/LG 19M38A 18.5 Inch LED Backlight Monitor (VGA_21543042639.jpg,1,1
VIEWSONIC VA1901-A 19 INCH (18.5 INCH VIEWABLE) WI ...,6000,RYANS,https://ryanscomputers.com/detail/viewsonic-va1901-a-19-inch-185-inch-viewable-widescreen-lcd-monitor-vga-x-1-vesa-mountable,https://ryanscomputers.com/storage/products/small/viewsonic-va1901-a-19-inch-185-inch-viewable-11552282891.jpg,1,1
AOC E2070SWNE 19.45 INCH 1366 X768 RESOLUTION 5MS ...,6000,RYANS,https://ryanscomputers.com/detail/aoc-e2070swne-1945-inch-1366-x768-resolution-5ms-led-tn-monitor-vga-vesa,https://ryanscomputers.com/storage/products/small/aoc-e2070swne-1945-inch-1366-x768-resolution-11555759015.jpg,1,1
DELL D1918H 18.5 INCH RES. (1366 X 768) LED MONITO ...,6000,RYANS,https://ryanscomputers.com/detail/dell-d1918h-185-inch-res-1366-x-768-led-monitor-vga-hdmi,https://ryanscomputers.com/storage/products/small/dell-d1918h-185-inch-res-1366-x-768-led-11564576486.jpg,1,1
AOC E970SWHEN 18.5 INCH 1366 X768 RESOLUTION 5MS ...,6100,RYANS,https://ryanscomputers.com/detail/aoc-e970swhen-185-inch-1366-x768-resolution-5ms-led-tn-monitorhdmi-vga-vesa,https://ryanscomputers.com/storage/products/small/aoc-e970swhen-185-inch-1366-x768-resolution-5ms-11555758204.jpg,1,1
PHILIPS 203V5LSB2 19.5 INCH LCD MONITOR,6400,RYANS,https://ryanscomputers.com/detail/philips-203v5lsb2-195-inch-lcd-monitor,https://ryanscomputers.com/storage/products/small/philips-203v5lsb2-195-inch-lcd-11550380645.jpg,1,1
VIEWSONIC VA2046A 19.5 INCH LED MONITOR,6500,RYANS,https://ryanscomputers.com/detail/viewsonic-va2046a-195-inch-led-monitor,https://ryanscomputers.com/storage/products/small/ViewSonic VA2046A 19.5 Inch LED_11543046437.jpg,1,1
HP P204V 19.5 INCH HD+ LED MONITOR (HDMI VGA) #5R ...,6500,RYANS,https://ryanscomputers.com/detail/hp-p204v-195-inch-hd-led-monitor-hdmi-vga-5rd66aa,https://ryanscomputers.com/storage/products/small/hp-p204v-195-inch-hd-led-monitor-hdmi-vga-11574338056.jpg,1,1
AOC I2080SW 19.5 INCH RES.1440X900 IPS MONITOR (VG ...,6650,RYANS,https://ryanscomputers.com/detail/aoc-i2080sw-195-inch-res1440x900-ips-monitor-vga,https://ryanscomputers.com/storage/products/small/aoc-i2080sw-195-inch-res1440x900-ips-monitor-11572432035.jpg,1,1
DELL E2016HV 19.5 INCH LED MONITOR,6700,RYANS,https://ryanscomputers.com/detail/dell-e2016hv-195-inch-led-monitor,https://ryanscomputers.com/storage/products/small/Dell E2016HV 19.5 Inch LED_11542881888.jpg,1,1
HP V214B 20.7-INCH FHD LED MONITOR (1 VGA) #3FU54A ...,6700,RYANS,https://ryanscomputers.com/detail/hp-v214b-207-inch-fhd-led-monitor-1-vga-3fu54aa,https://ryanscomputers.com/storage/products/small/hp-v214b-207-inch-led-monitor-1-11546864489.jpg,1,1
HIKVISION DS-D5019QE-B 19 INCH HD LED BACKLIGHT SU ...,6700,RYANS,https://ryanscomputers.com/detail/hikvision-ds-d5019qe-b-19-inch-hd-led-backlight-surveillance-monitor-hdmi--vga,https://ryanscomputers.com/storage/products/small/hikvision-ds-d5019qe-b-19-inch-hd-led-backlight-41578135079.jpg,1,1
HP P204 19.5 INCH HD+ LED MONITOR (HDMI VGA DISP ...,6700,RYANS,https://ryanscomputers.com/detail/hp-p204-195-inch-hd-led-monitor-hdmi-vga-displayport-5rd65aa,https://ryanscomputers.com/storage/products/small/hp-p204-195-inch-hd-led-monitor-hdmi-vga-51580038597.jpg,1,1
AOC 9E1HA 18.5 INCH HD LED MONITOR (HDMI VGA SPE ...,6800,RYANS,https://ryanscomputers.com/detail/-aoc-9e1ha-185-inch-hd-led-monitor-hdmi-vga-,https://ryanscomputers.com/storage/products/small/aoc-9e1h-185-inch-hd-led-monitor-hdmi-11575457336.jpg,1,1
LG 20MP38A 19.5 INCH WXGA+ (1440X900) MATTE BLACK ...,7100,RYANS,https://ryanscomputers.com/detail/lg-20mp38a-195-inch-wxga-1440x900-matte-black-monitor-vga,https://ryanscomputers.com/storage/products/small/lg-20mp38a-195-inch-wxga-1440x900-matte-black-71581424526.jpg,1,1
LG 20MK400H-B 20 INCH RES(1366 X 768) TN MONITOR,7200,RYANS,https://ryanscomputers.com/detail/lg-20mk400h-b-20-inch-res1366-x-768-tn-monitor,https://ryanscomputers.com/storage/products/small/lg-20mk400h-b-20-inch-amd-freesync-full-hd-tn-11556360837.jpg,1,1
LENOVO LI2054 19.5 INCH WLED IPS MONITOR (VGA) #65 ...,7200,RYANS,https://ryanscomputers.com/detail/lenovo-li2054-195-inch-wled-ips-monitor-vga-65baacc1in,https://ryanscomputers.com/storage/products/small/lenovo-li2054-195-inch-wled-ips-monitor-vga-11570509674.jpg,1,1
LG 20MP38HQ-B 19.5 INCH HD+ (1600X900) BLACK MONIT ...,7500,RYANS,https://ryanscomputers.com/detail/lg-20mp38hq-b-195-inch-hd-1600x900-black-monitor-hdmi-vga-headphone,https://ryanscomputers.com/storage/products/small/lg-20mp38hq-b-195-inch-hd-1600x900-black-71581425338.jpg,1,1
AOC E2270SWHN 21.5 INCH FHD LED TN MONITOR (HDMI ...,8000,RYANS,https://ryanscomputers.com/detail/aoc-e2270swhn-215-inch-fhd-led-tn-monitor-hdmi-vga-vesa-headphone,https://ryanscomputers.com/storage/products/small/aoc-e2270swhn-215-inch-fhd-led-tn-monitor-hdmi-11555827467.jpg,1,1
